Source,Target,Weight,Airport Code_Source,Airport Code_Target,Airport Name_Source,Airport Name_Target,US/INT_Source,US/Int_Target
618,1320,23,GSO,PVD,Piedmont Triad International Airport,Theodore Francis Green State Airport,True,True
618,1359,17,GSO,RIC,Piedmont Triad International Airport,Richmond International Airport,True,True
618,1374,54,GSO,ROA,Piedmont Triad International Airport,Roanoke–Blacksburg Regional Airport,True,True
618,1376,1,GSO,ROC,Piedmont Triad International Airport,Greater Rochester International Airport,True,True
618,1391,74,GSO,RSW,Piedmont Triad International Airport,Southwest Florida International Airport,True,True
618,1405,89,GSO,SAT,Piedmont Triad International Airport,San Antonio International Airport,True,True
618,1411,65,GSO,SBN,Piedmont Triad International Airport,South Bend Regional Airport,True,True
618,1426,87,GSO,SDF,Piedmont Triad International Airport,Louisville International Standiford Field,True,True
618,1435,17661,GSO,SFB,Piedmont Triad International Airport,Orlando Sanford International Airport,True,True
618,1437,150,GSO,SFO,Piedmont Triad International Airport,San Francisco International Airport,True,True
618,1463,138,GSO,SKB,Piedmont Triad International Airport,Robert L. Bradshaw International Airport,True,False
618,1517,80,GSO,STL,Piedmont Triad International Airport,St Louis Lambert International Airport,True,True
618,1596,447,GSO,TLH,Piedmont Triad International Airport,Tallahassee Regional Airport,True,True
618,1664,652,GSO,UTM,Piedmont Triad International Airport,Tunica Municipal Airport,True,True
618,1700,1,GSO,VPS,Piedmont Triad International Airport,Destin-Ft Walton Beach Airport,True,True
618,1752,93,GSO,XNA,Piedmont Triad International Airport,Northwest Arkansas Regional Airport,True,True
618,1837,5,GSO,YYZ,Piedmont Triad International Airport,Lester B. Pearson International Airport,True,False
619,52,3,GSP,AEX,Greenville Spartanburg International Airport,Alexandria International Airport,True,True
619,75,98,GSP,ALB,Greenville Spartanburg International Airport,Albany International Airport,True,True
619,114,161009,GSP,ATL,Greenville Spartanburg International Airport,Hartsfield Jackson Atlanta International Airport,True,True
619,117,17,GSP,ATW,Greenville Spartanburg International Airport,Appleton International Airport,True,True
619,134,33,GSP,AZO,Greenville Spartanburg International Airport,Kalamazoo Battle Creek International Airport,True,True
619,169,14,GSP,BHM,Greenville Spartanburg International Airport,Birmingham-Shuttlesworth International Airport,True,True
619,173,196,GSP,BIF,Greenville Spartanburg International Airport,Biggs Army Air Field (Fort Bliss),True,True
619,206,42,GSP,BNA,Greenville Spartanburg International Airport,Nashville International Airport,True,True
619,215,170,GSP,BOS,Greenville Spartanburg International Airport,General Edward Lawrence Logan International Airport,True,True
619,234,9,GSP,BTR,Greenville Spartanburg International Airport,Baton Rouge Metropolitan Airport,True,True
619,239,119,GSP,BUF,Greenville Spartanburg International Airport,Buffalo Niagara International Airport,True,True
619,246,213,GSP,BWI,Greenville Spartanburg International Airport,Baltimore/Washington International Thurgood Marshall Airport,True,True
619,256,116,GSP,CAE,Greenville Spartanburg International Airport,Columbia Metropolitan Airport,True,True
619,300,6,GSP,CID,Greenville Spartanburg International Airport,The Eastern Iowa Airport,True,True
619,311,8242,GSP,CLE,Greenville Spartanburg International Airport,Cleveland Hopkins International Airport,True,True
619,317,95728,GSP,CLT,Greenville Spartanburg International Airport,Charlotte Douglas International Airport,True,True
619,356,11723,GSP,CVG,Greenville Spartanburg International Airport,Cincinnati Northern Kentucky International Airport,True,True
619,379,136,GSP,DAL,Greenville Spartanburg International Airport,Dallas Love Field,True,True
619,381,32,GSP,DAY,Greenville Spartanburg International Airport,James M Cox Dayton International Airport,True,True
619,383,19730,GSP,DCA,Greenville Spartanburg International Airport,Ronald Reagan Washington National Airport,True,True
619,391,50035,GSP,DFW,Greenville Spartanburg International Airport,Dallas Fort Worth International Airport,True,True
619,435,41556,GSP,DTW,Greenville Spartanburg International Airport,Detroit Metropolitan Wayne County Airport,True,True
619,500,20498,GSP,EWR,Greenville Spartanburg International Airport,Newark Liberty International Airport,True,True
619,502,1,GSP,EYW,Greenville Spartanburg International Airport,Key West International Airport,True,True
619,526,21354,GSP,FLL,Greenville Spartanburg International Airport,Fort Lauderdale Hollywood International Airport,True,True
619,534,14,GSP,FNT,Greenville Spartanburg International Airport,Bishop International Airport,True,True
619,560,41,GSP,FWA,Greenville Spartanburg International Airport,Fort Wayne International Airport,True,True
619,609,878,GSP,GPT,Greenville Spartanburg International Airport,Gulfport Biloxi International Airport,True,True
619,610,78,GSP,GRB,Greenville Spartanburg International Airport,Austin Straubel International Airport,True,True
619,613,20,GSP,GRR,Greenville Spartanburg International Airport,Gerald R. Ford International Airport,True,True
619,618,367,GSP,GSO,Greenville Spartanburg International Airport,Piedmont Triad International Airport,True,True
619,685,22,GSP,HPN,Greenville Spartanburg International Airport,Westchester County Airport,True,True
619,691,4,GSP,HSV,Greenville Spartanburg International Airport,Huntsville International Carl T Jones Field,True,True
619,709,34003,GSP,IAD,Greenville Spartanburg International Airport,Washington Dulles International Airport,True,True
619,711,29312,GSP,IAH,Greenville Spartanburg International Airport,George Bush Intercontinental Houston Airport,True,True
619,731,69,GSP,IND,Greenville Spartanburg International Airport,Indianapolis International Airport,True,True
619,749,104,GSP,ISP,Greenville Spartanburg International Airport,Long Island Mac Arthur Airport,True,True
619,759,48,GSP,JAN,Greenville Spartanburg International Airport,Jackson-Medgar Wiley Evers International Airport,True,True
619,899,4,GSP,LEX,Greenville Spartanburg International Airport,Blue Grass Airport,True,True
619,902,6247,GSP,LGA,Greenville Spartanburg International Airport,La Guardia Airport,True,True
619,918,123,GSP,LIT,Greenville Spartanburg International Airport,Bill & Hillary Clinton National Airport/Adams Field,True,True
619,940,2,GSP,LSE,Greenville Spartanburg International Airport,La Crosse Municipal Airport,True,True
619,972,71,GSP,MBS,Greenville Spartanburg International Airport,MBS International Airport,True,True
619,978,2,GSP,MCI,Greenville Spartanburg International Airport,Kansas City International Airport,True,True
619,982,34554,GSP,MCO,Greenville Spartanburg International Airport,Orlando International Airport,True,True
619,988,8,GSP,MDT,Greenville Spartanburg International Airport,Harrisburg International Airport,True,True
619,994,110,GSP,MEM,Greenville Spartanburg International Airport,Memphis International Airport,True,True
619,1004,1,GSP,MGM,Greenville Spartanburg International Airport,Montgomery Regional (Dannelly Field) Airport,True,True
619,1016,234,GSP,MIA,Greenville Spartanburg International Airport,Miami International Airport,True,True
619,1022,49,GSP,MKE,Greenville Spartanburg International Airport,General Mitchell International Airport,True,True
619,1029,21,GSP,MLI,Greenville Spartanburg International Airport,Quad City International Airport,True,True
619,1043,3,GSP,MOB,Greenville Spartanburg International Airport,Mobile Regional Airport,True,True
619,1109,90,GSP,NAS,Greenville Spartanburg International Airport,Lynden Pindling International Airport,True,False
619,1176,51,GSP,OKC,Greenville Spartanburg International Airport,Will Rogers World Airport,True,True
619,1185,52,GSP,OMA,Greenville Spartanburg International Airport,Eppley Airfield,True,True
619,1200,30221,GSP,ORD,Greenville Spartanburg International Airport,Chicago O'Hare International Airport,True,True
619,1201,83,GSP,ORF,Greenville Spartanburg International Airport,Norfolk International Airport,True,True
619,1221,5,GSP,OXC,Greenville Spartanburg International Airport,Waterbury Oxford Airport,True,True
619,1229,3,GSP,PBC,Greenville Spartanburg International Airport,Hermanos Serdán International Airport,True,False
619,1231,134,GSP,PBI,Greenville Spartanburg International Airport,Palm Beach International Airport,True,True
619,1246,13835,GSP,PGD,Greenville Spartanburg International Airport,Charlotte County Airport,True,True
619,1251,1,GSP,PHF,Greenville Spartanburg International Airport,Newport News Williamsburg International Airport,True,True
619,1252,27338,GSP,PHL,Greenville Spartanburg International Airport,Philadelphia International Airport,True,True
619,1258,27537,GSP,PIE,Greenville Spartanburg International Airport,St Petersburg Clearwater International Airport,True,True
619,1353,323,GSP,RDU,Greenville Spartanburg International Airport,Raleigh Durham International Airport,True,True
619,1359,46,GSP,RIC,Greenville Spartanburg International Airport,Richmond International Airport,True,True
619,1374,28,GSP,ROA,Greenville Spartanburg International Airport,Roanoke–Blacksburg Regional Airport,True,True
619,1405,39,GSP,SAT,Greenville Spartanburg International Airport,San Antonio International Airport,True,True
619,1411,96,GSP,SBN,Greenville Spartanburg International Airport,South Bend Regional Airport,True,True
619,1426,1,GSP,SDF,Greenville Spartanburg International Airport,Louisville International Standiford Field,True,True
619,1435,2637,GSP,SFB,Greenville Spartanburg International Airport,Orlando Sanford International Airport,True,True
619,1450,38,GSP,SHV,Greenville Spartanburg International Airport,Shreveport Regional Airport,True,True
619,1517,36,GSP,STL,Greenville Spartanburg International Airport,St Louis Lambert International Airport,True,True
619,1543,55,GSP,SXM,Greenville Spartanburg International Airport,Princess Juliana International Airport,True,False
619,1549,104,GSP,SYR,Greenville Spartanburg International Airport,Syracuse Hancock International Airport,True,True
619,1596,184,GSP,TLH,Greenville Spartanburg International Airport,Tallahassee Regional Airport,True,True
619,1613,50,GSP,TPA,Greenville Spartanburg International Airport,Tampa International Airport,True,True
619,1631,20,GSP,TVC,Greenville Spartanburg International Airport,Cherry Capital Airport,True,True
619,1644,46,GSP,TYR,Greenville Spartanburg International Airport,Tyler Pounds Regional Airport,True,True
619,1664,1316,GSP,UTM,Greenville Spartanburg International Airport,Tunica Municipal Airport,True,True
619,1700,6,GSP,VPS,Greenville Spartanburg International Airport,Destin-Ft Walton Beach Airport,True,True
619,1752,65,GSP,XNA,Greenville Spartanburg International Airport,Northwest Arkansas Regional Airport,True,True
619,1820,2,GSP,YUL,Greenville Spartanburg International Airport,Montreal / Pierre Elliott Trudeau International Airport,True,False
619,1837,18,GSP,YYZ,Greenville Spartanburg International Airport,Lester B. Pearson International Airport,True,False
620,88,525,GST,ANC,Gustavus Airport,Ted Stevens Anchorage International Airport,True,True
620,479,1,GST,ELV,Gustavus Airport,Elfin Cove Seaplane Base,True,True
620,673,119,GST,HNH,Gustavus Airport,Hoonah Airport,True,True
620,676,112,GST,HNS,Gustavus Airport,Haines Airport,True,True
620,775,9010,GST,JNU,Gustavus Airport,Juneau International Airport,True,True
620,1232,4,GST,PBK,Gustavus Airport,Unkown,True,Unknown
620,1300,4,GST,PSG,Gustavus Airport,Petersburg James A Johnson Airport,True,True
620,1443,103,GST,SGY,Gustavus Airport,Skagway Airport,True,True
620,1455,50,GST,SIT,Gustavus Airport,Sitka Rocky Gutierrez Airport,True,True
622,32,145,GTF,ABQ,Great Falls International Airport,Albuquerque International Sunport,True,True
622,133,16740,GTF,AZA,Great Falls International Airport,Phoenix-Mesa-Gateway Airport,True,True
622,240,57,GTF,BUR,Great Falls International Airport,Bob Hope Airport,True,True
622,251,87,GTF,BZN,Great Falls International Airport,Gallatin Field,True,True
622,317,35,GTF,CLT,Great Falls International Airport,Charlotte Douglas International Airport,True,True
622,321,11,GTF,CMH,Great Falls International Airport,John Glenn Columbus International Airport,True,True
622,389,33335,GTF,DEN,Great Falls International Airport,Denver International Airport,True,True
622,391,34,GTF,DFW,Great Falls International Airport,Dallas Fort Worth International Airport,True,True
622,485,1015,GTF,ENV,Great Falls International Airport,Wendover Airport,True,True
622,669,376,GTF,HLN,Great Falls International Airport,Helena Regional Airport,True,True
622,711,46,GTF,IAH,Great Falls International Airport,George Bush Intercontinental Houston Airport,True,True
622,719,631,GTF,IFP,Great Falls International Airport,Unkown,True,Unknown
622,875,21346,GTF,LAS,Great Falls International Airport,McCarran International Airport,True,True
622,978,37,GTF,MCI,Great Falls International Airport,Kansas City International Airport,True,True
622,989,123,GTF,MDW,Great Falls International Airport,Chicago Midway International Airport,True,True
622,1067,40,GTF,MSO,Great Falls International Airport,Missoula International Airport,True,True
622,1068,25407,GTF,MSP,Great Falls International Airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,True,True
622,1200,12,GTF,ORD,Great Falls International Airport,Chicago O'Hare International Airport,True,True
622,1372,92,GTF,RNO,Great Falls International Airport,Reno Tahoe International Airport,True,True
622,1433,20039,GTF,SEA,Great Falls International Airport,Seattle Tacoma International Airport,True,True
